"Reporter","Product","Partner","Tariff Year","DutyType","Reporter Name","Product Name","Partner Name","Simple Average","Nbr of Total Lines","Weighted Average"
"276","270900","434",2023,"MFN","Germany","270900 --  Petroleum oils and oils obtained from b","Libya",0,2,0
"276","270900","484",2023,"AHS","Germany","270900 --  Petroleum oils and oils obtained from b","Mexico",0,2,0
"276","270900","484",2023,"BND","Germany","270900 --  Petroleum oils and oils obtained from b","Mexico",,,
"276","270900","484",2023,"MFN","Germany","270900 --  Petroleum oils and oils obtained from b","Mexico",0,2,0
"276","270900","512",2023,"AHS","Germany","270900 --  Petroleum oils and oils obtained from b","Oman",0,2,0
"276","270900","512",2023,"BND","Germany","270900 --  Petroleum oils and oils obtained from b","Oman",,,
"276","270900","512",2023,"MFN","Germany","270900 --  Petroleum oils and oils obtained from b","Oman",0,2,0
"276","270900","566",2023,"AHS","Germany","270900 --  Petroleum oils and oils obtained from b","Nigeria",0,2,0
"276","270900","566",2023,"BND","Germany","270900 --  Petroleum oils and oils obtained from b","Nigeria",,,
"276","270900","566",2023,"MFN","Germany","270900 --  Petroleum oils and oils obtained from b","Nigeria",0,2,0
"276","270900","578",2023,"AHS","Germany","270900 --  Petroleum oils and oils obtained from b","Norway",0,2,0
"276","270900","578",2023,"BND","Germany","270900 --  Petroleum oils and oils obtained from b","Norway",,,
"276","270900","578",2023,"MFN","Germany","270900 --  Petroleum oils and oils obtained from b","Norway",0,2,0
"276","270900","634",2023,"AHS","Germany","270900 --  Petroleum oils and oils obtained from b","Qatar",0,2,0
"276","270900","634",2023,"BND","Germany","270900 --  Petroleum oils and oils obtained from b","Qatar",,,
"276","270900","634",2023,"MFN","Germany","270900 --  Petroleum oils and oils obtained from b","Qatar",0,2,0
"276","270900","643",2023,"AHS","Germany","270900 --  Petroleum oils and oils obtained from b","Russian Federation",0,2,0
"276","270900","643",2023,"BND","Germany","270900 --  Petroleum oils and oils obtained from b","Russian Federation",,,
"276","270900","643",2023,"MFN","Germany","270900 --  Petroleum oils and oils obtained from b","Russian Federation",0,2,0
"276","270900","682",2023,"AHS","Germany","270900 --  Petroleum oils and oils obtained from b","Saudi Arabia",0,2,0
"276","270900","682",2023,"BND","Germany","270900 --  Petroleum oils and oils obtained from b","Saudi Arabia",,,
"276","270900","682",2023,"MFN","Germany","270900 --  Petroleum oils and oils obtained from b","Saudi Arabia",0,2,0
"276","270900","710",2023,"AHS","Germany","270900 --  Petroleum oils and oils obtained from b","South Africa",0,2,0
"276","270900","710",2023,"BND","Germany","270900 --  Petroleum oils and oils obtained from b","South Africa",,,
"276","270900","710",2023,"MFN","Germany","270900 --  Petroleum oils and oils obtained from b","South Africa",0,2,0
"276","270900","729",2023,"AHS","Germany","270900 --  Petroleum oils and oils obtained from b","Sudan",0,2,0
"276","270900","729",2023,"BND","Germany","270900 --  Petroleum oils and oils obtained from b","Sudan",,,
"276","270900","729",2023,"MFN","Germany","270900 --  Petroleum oils and oils obtained from b","Sudan",0,2,0
"276","270900","784",2023,"AHS","Germany","270900 --  Petroleum oils and oils obtained from b","United Arab Emirates",0,2,0
"276","270900","784",2023,"BND","Germany","270900 --  Petroleum oils and oils obtained from b","United Arab Emirates",,,
"276","270900","784",2023,"MFN","Germany","270900 --  Petroleum oils and oils obtained from b","United Arab Emirates",0,2,0
"276","270900","826",2023,"AHS","Germany","270900 --  Petroleum oils and oils obtained from b","United Kingdom",0,2,0
"276","270900","826",2023,"BND","Germany","270900 --  Petroleum oils and oils obtained from b","United Kingdom",,,
"276","270900","826",2023,"MFN","Germany","270900 --  Petroleum oils and oils obtained from b","United Kingdom",0,2,0
"276","270900","840",2023,"AHS","Germany","270900 --  Petroleum oils and oils obtained from b","United States",0,2,0
"276","270900","840",2023,"BND","Germany","270900 --  Petroleum oils and oils obtained from b","United States",,,
"276","270900","840",2023,"MFN","Germany","270900 --  Petroleum oils and oils obtained from b","United States",0,2,0
"300","270900","012",2023,"AHS","Greece","270900 --  Petroleum oils and oils obtained from b","Algeria",0,2,0
"300","270900","012",2023,"BND","Greece","270900 --  Petroleum oils and oils obtained from b","Algeria",,,
"300","270900","012",2023,"MFN","Greece","270900 --  Petroleum oils and oils obtained from b","Algeria",0,2,0
"300","270900","076",2023,"AHS","Greece","270900 --  Petroleum oils and oils obtained from b","Brazil",0,2,0
"300","270900","076",2023,"BND","Greece","270900 --  Petroleum oils and oils obtained from b","Brazil",,,
"300","270900","076",2023,"MFN","Greece","270900 --  Petroleum oils and oils obtained from b","Brazil",0,2,0
"300","270900","328",2023,"AHS","Greece","270900 --  Petroleum oils and oils obtained from b","Guyana",0,2,0
"300","270900","328",2023,"BND","Greece","270900 --  Petroleum oils and oils obtained from b","Guyana",,,
"300","270900","328",2023,"MFN","Greece","270900 --  Petroleum oils and oils obtained from b","Guyana",0,2,0
"300","270900","368",2023,"AHS","Greece","270900 --  Petroleum oils and oils obtained from b","Iraq",0,2,0
"300","270900","368",2023,"BND","Greece","270900 --  Petroleum oils and oils obtained from b","Iraq",,,
"300","270900","368",2023,"MFN","Greece","270900 --  Petroleum oils and oils obtained from b","Iraq",0,2,0
"300","270900","434",2023,"AHS","Greece","270900 --  Petroleum oils and oils obtained from b","Libya",0,2,0
"300","270900","434",2023,"BND","Greece","270900 --  Petroleum oils and oils obtained from b","Libya",,,
"300","270900","434",2023,"MFN","Greece","270900 --  Petroleum oils and oils obtained from b","Libya",0,2,0
"300","270900","566",2023,"AHS","Greece","270900 --  Petroleum oils and oils obtained from b","Nigeria",0,2,0
"300","270900","566",2023,"BND","Greece","270900 --  Petroleum oils and oils obtained from b","Nigeria",,,
"300","270900","566",2023,"MFN","Greece","270900 --  Petroleum oils and oils obtained from b","Nigeria",0,2,0
"300","270900","578",2023,"AHS","Greece","270900 --  Petroleum oils and oils obtained from b","Norway",0,2,0
"300","270900","578",2023,"BND","Greece","270900 --  Petroleum oils and oils obtained from b","Norway",,,
"300","270900","578",2023,"MFN","Greece","270900 --  Petroleum oils and oils obtained from b","Norway",0,2,0
"300","270900","682",2023,"AHS","Greece","270900 --  Petroleum oils and oils obtained from b","Saudi Arabia",0,2,0
"300","270900","682",2023,"BND","Greece","270900 --  Petroleum oils and oils obtained from b","Saudi Arabia",,,
"300","270900","682",2023,"MFN","Greece","270900 --  Petroleum oils and oils obtained from b","Saudi Arabia",0,2,0
"300","270900","784",2023,"AHS","Greece","270900 --  Petroleum oils and oils obtained from b","United Arab Emirates",0,2,0
"300","270900","784",2023,"BND","Greece","270900 --  Petroleum oils and oils obtained from b","United Arab Emirates",,,
"300","270900","784",2023,"MFN","Greece","270900 --  Petroleum oils and oils obtained from b","United Arab Emirates",0,2,0
"300","270900","792",2023,"AHS","Greece","270900 --  Petroleum oils and oils obtained from b","Turkey",0,2,0
"300","270900","792",2023,"BND","Greece","270900 --  Petroleum oils and oils obtained from b","Turkey",,,
"300","270900","792",2023,"MFN","Greece","270900 --  Petroleum oils and oils obtained from b","Turkey",0,2,0
"300","270900","826",2023,"AHS","Greece","270900 --  Petroleum oils and oils obtained from b","United Kingdom",0,2,0
"300","270900","826",2023,"BND","Greece","270900 --  Petroleum oils and oils obtained from b","United Kingdom",,,
"300","270900","826",2023,"MFN","Greece","270900 --  Petroleum oils and oils obtained from b","United Kingdom",0,2,0
"356","270900","012",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","Algeria",0,2,0
"356","270900","012",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","Algeria",,,
"356","270900","012",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","Algeria",0,2,0
"356","270900","024",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","Angola",0,2,0
"356","270900","024",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","Angola",,,
"356","270900","024",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","Angola",0,2,0
"356","270900","032",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","Argentina",0,2,0
"356","270900","032",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","Argentina",,,
"356","270900","032",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","Argentina",0,2,0
"356","270900","076",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","Brazil",0,2,0
"356","270900","076",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","Brazil",,,
"356","270900","076",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","Brazil",0,2,0
"356","270900","120",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","Cameroon",0,2,0
"356","270900","120",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","Cameroon",,,
"356","270900","120",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","Cameroon",0,2,0
"356","270900","124",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","Canada",0,2,0
"356","270900","124",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","Canada",,,
"356","270900","124",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","Canada",0,2,0
"356","270900","170",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","Colombia",0,2,0
"356","270900","170",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","Colombia",,,
"356","270900","170",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","Colombia",0,2,0
"356","270900","178",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","Congo, Rep.",0,2,0
"356","270900","178",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","Congo, Rep.",,,
"356","270900","178",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","Congo, Rep.",0,2,0
"356","270900","218",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","Ecuador",0,2,0
"356","270900","218",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","Ecuador",,,
"356","270900","218",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","Ecuador",0,2,0
"356","270900","368",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","Iraq",0,2,0
"356","270900","368",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","Iraq",,,
"356","270900","368",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","Iraq",0,2,0
"356","270900","414",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","Kuwait",0,2,0
"356","270900","414",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","Kuwait",,,
"356","270900","414",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","Kuwait",0,2,0
"356","270900","434",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","Libya",0,2,0
"356","270900","434",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","Libya",,,
"356","270900","434",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","Libya",0,2,0
"356","270900","484",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","Mexico",0,2,0
"356","270900","484",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","Mexico",,,
"356","270900","484",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","Mexico",0,2,0
"356","270900","512",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","Oman",0,2,0
"356","270900","512",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","Oman",,,
"356","270900","512",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","Oman",0,2,0
"356","270900","566",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","Nigeria",0,2,0
"356","270900","566",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","Nigeria",,,
"356","270900","566",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","Nigeria",0,2,0
"356","270900","634",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","Qatar",0,2,0
"356","270900","634",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","Qatar",,,
"356","270900","634",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","Qatar",0,2,0
"356","270900","643",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","Russian Federation",0,2,0
"356","270900","643",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","Russian Federation",,,
"356","270900","643",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","Russian Federation",0,2,0
"356","270900","682",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","Saudi Arabia",0,2,0
"356","270900","682",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","Saudi Arabia",,,
"356","270900","682",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","Saudi Arabia",0,2,0
"356","270900","729",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","Sudan",0,2,0
"356","270900","729",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","Sudan",,,
"356","270900","729",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","Sudan",0,2,0
"356","270900","784",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","United Arab Emirates",0,2,0
"356","270900","784",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","United Arab Emirates",,,
"356","270900","784",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","United Arab Emirates",0,2,0
"356","270900","792",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","Turkey",0,2,0
"356","270900","792",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","Turkey",,,
"356","270900","792",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","Turkey",0,2,0
"356","270900","840",2023,"AHS","India","270900 --  Petroleum oils and oils obtained from b","United States",0,2,0
"356","270900","840",2023,"BND","India","270900 --  Petroleum oils and oils obtained from b","United States",,,
"356","270900","840",2023,"MFN","India","270900 --  Petroleum oils and oils obtained from b","United States",0,2,0
"360","270900","012",2023,"AHS","Indonesia","270900 --  Petroleum oils and oils obtained from b","Algeria",0,3,0
"360","270900","012",2023,"BND","Indonesia","270900 --  Petroleum oils and oils obtained from b","Algeria",,,
"360","270900","012",2023,"MFN","Indonesia","270900 --  Petroleum oils and oils obtained from b","Algeria",0,3,0
"360","270900","024",2023,"AHS","Indonesia","270900 --  Petroleum oils and oils obtained from b","Angola",0,3,0
"360","270900","024",2023,"BND","Indonesia","270900 --  Petroleum oils and oils obtained from b","Angola",,,
"360","270900","024",2023,"MFN","Indonesia","270900 --  Petroleum oils and oils obtained from b","Angola",0,3,0
"360","270900","036",2023,"AHS","Indonesia","270900 --  Petroleum oils and oils obtained from b","Australia",0,3,0
"360","270900","036",2023,"BND","Indonesia","270900 --  Petroleum oils and oils obtained from b","Australia",,,
"360","270900","036",2023,"MFN","Indonesia","270900 --  Petroleum oils and oils obtained from b","Australia",0,3,0
"360","270900","076",2023,"AHS","Indonesia","270900 --  Petroleum oils and oils obtained from b","Brazil",0,3,0
"360","270900","076",2023,"BND","Indonesia","270900 --  Petroleum oils and oils obtained from b","Brazil",,,
"360","270900","076",2023,"MFN","Indonesia","270900 --  Petroleum oils and oils obtained from b","Brazil",0,3,0
"360","270900","120",2023,"AHS","Indonesia","270900 --  Petroleum oils and oils obtained from b","Cameroon",0,3,0
"360","270900","120",2023,"BND","Indonesia","270900 --  Petroleum oils and oils obtained from b","Cameroon",,,
"360","270900","120",2023,"MFN","Indonesia","270900 --  Petroleum oils and oils obtained from b","Cameroon",0,3,0
"360","270900","266",2023,"AHS","Indonesia","270900 --  Petroleum oils and oils obtained from b","Gabon",0,3,0
"360","270900","266",2023,"BND","Indonesia","270900 --  Petroleum oils and oils obtained from b","Gabon",,,
"360","270900","266",2023,"MFN","Indonesia","270900 --  Petroleum oils and oils obtained from b","Gabon",0,3,0
"360","270900","434",2023,"AHS","Indonesia","270900 --  Petroleum oils and oils obtained from b","Libya",0,3,0
"360","270900","434",2023,"BND","Indonesia","270900 --  Petroleum oils and oils obtained from b","Libya",,,
"360","270900","434",2023,"MFN","Indonesia","270900 --  Petroleum oils and oils obtained from b","Libya",0,3,0
"360","270900","566",2023,"AHS","Indonesia","270900 --  Petroleum oils and oils obtained from b","Nigeria",0,3,0
"360","270900","566",2023,"BND","Indonesia","270900 --  Petroleum oils and oils obtained from b","Nigeria",,,
"360","270900","566",2023,"MFN","Indonesia","270900 --  Petroleum oils and oils obtained from b","Nigeria",0,3,0
"360","270900","634",2023,"AHS","Indonesia","270900 --  Petroleum oils and oils obtained from b","Qatar",0,3,0
"360","270900","634",2023,"BND","Indonesia","270900 --  Petroleum oils and oils obtained from b","Qatar",,,
"360","270900","634",2023,"MFN","Indonesia","270900 --  Petroleum oils and oils obtained from b","Qatar",0,3,0
"360","270900","682",2023,"AHS","Indonesia","270900 --  Petroleum oils and oils obtained from b","Saudi Arabia",0,3,0
"360","270900","682",2023,"BND","Indonesia","270900 --  Petroleum oils and oils obtained from b","Saudi Arabia",,,
"360","270900","682",2023,"MFN","Indonesia","270900 --  Petroleum oils and oils obtained from b","Saudi Arabia",0,3,0
"360","270900","784",2023,"AHS","Indonesia","270900 --  Petroleum oils and oils obtained from b","United Arab Emirates",0,3,0
"360","270900","784",2023,"BND","Indonesia","270900 --  Petroleum oils and oils obtained from b","United Arab Emirates",,,
"360","270900","784",2023,"MFN","Indonesia","270900 --  Petroleum oils and oils obtained from b","United Arab Emirates",0,3,0
"360","270900","792",2023,"AHS","Indonesia","270900 --  Petroleum oils and oils obtained from b","Turkey",0,3,0
"360","270900","792",2023,"BND","Indonesia","270900 --  Petroleum oils and oils obtained from b","Turkey",,,
"360","270900","792",2023,"MFN","Indonesia","270900 --  Petroleum oils and oils obtained from b","Turkey",0,3,0
"360","270900","840",2023,"AHS","Indonesia","270900 --  Petroleum oils and oils obtained from b","United States",0,3,0
"360","270900","840",2023,"BND","Indonesia","270900 --  Petroleum oils and oils obtained from b","United States",,,
"360","270900","840",2023,"MFN","Indonesia","270900 --  Petroleum oils and oils obtained from b","United States",0,3,0
"380","270900","012",2023,"AHS","Italy","270900 --  Petroleum oils and oils obtained from b","Algeria",0,2,0
"380","270900","012",2023,"BND","Italy","270900 --  Petroleum oils and oils obtained from b","Algeria",,,
"380","270900","012",2023,"MFN","Italy","270900 --  Petroleum oils and oils obtained from b","Algeria",0,2,0
"380","270900","024",2023,"AHS","Italy","270900 --  Petroleum oils and oils obtained from b","Angola",0,2,0
"380","270900","024",2023,"BND","Italy","270900 --  Petroleum oils and oils obtained from b","Angola",,,
"380","270900","024",2023,"MFN","Italy","270900 --  Petroleum oils and oils obtained from b","Angola",0,2,0
"380","270900","076",2023,"AHS","Italy","270900 --  Petroleum oils and oils obtained from b","Brazil",0,2,0
"380","270900","076",2023,"BND","Italy","270900 --  Petroleum oils and oils obtained from b","Brazil",,,
"380","270900","076",2023,"MFN","Italy","270900 --  Petroleum oils and oils obtained from b","Brazil",0,2,0
"380","270900","120",2023,"AHS","Italy","270900 --  Petroleum oils and oils obtained from b","Cameroon",0,2,0
"380","270900","120",2023,"BND","Italy","270900 --  Petroleum oils and oils obtained from b","Cameroon",,,
"380","270900","120",2023,"MFN","Italy","270900 --  Petroleum oils and oils obtained from b","Cameroon",0,2,0
"380","270900","178",2023,"AHS","Italy","270900 --  Petroleum oils and oils obtained from b","Congo, Rep.",0,2,0
"380","270900","178",2023,"BND","Italy","270900 --  Petroleum oils and oils obtained from b","Congo, Rep.",,,
"380","270900","178",2023,"MFN","Italy","270900 --  Petroleum oils and oils obtained from b","Congo, Rep.",0,2,0
"380","270900","266",2023,"AHS","Italy","270900 --  Petroleum oils and oils obtained from b","Gabon",0,2,0
"380","270900","266",2023,"BND","Italy","270900 --  Petroleum oils and oils obtained from b","Gabon",,,
"380","270900","266",2023,"MFN","Italy","270900 --  Petroleum oils and oils obtained from b","Gabon",0,2,0
"380","270900","288",2023,"AHS","Italy","270900 --  Petroleum oils and oils obtained from b","Ghana",0,2,0
"380","270900","288",2023,"BND","Italy","270900 --  Petroleum oils and oils obtained from b","Ghana",,,
"380","270900","288",2023,"MFN","Italy","270900 --  Petroleum oils and oils obtained from b","Ghana",0,2,0
"380","270900","328",2023,"AHS","Italy","270900 --  Petroleum oils and oils obtained from b","Guyana",0,2,0
"380","270900","328",2023,"BND","Italy","270900 --  Petroleum oils and oils obtained from b","Guyana",,,
"380","270900","328",2023,"MFN","Italy","270900 --  Petroleum oils and oils obtained from b","Guyana",0,2,0
"380","270900","368",2023,"AHS","Italy","270900 --  Petroleum oils and oils obtained from b","Iraq",0,2,0
"380","270900","368",2023,"BND","Italy","270900 --  Petroleum oils and oils obtained from b","Iraq",,,
"380","270900","368",2023,"MFN","Italy","270900 --  Petroleum oils and oils obtained from b","Iraq",0,2,0
"380","270900","434",2023,"AHS","Italy","270900 --  Petroleum oils and oils obtained from b","Libya",0,2,0
"380","270900","434",2023,"BND","Italy","270900 --  Petroleum oils and oils obtained from b","Libya",,,
"380","270900","434",2023,"MFN","Italy","270900 --  Petroleum oils and oils obtained from b","Libya",0,2,0
"380","270900","484",2023,"AHS","Italy","270900 --  Petroleum oils and oils obtained from b","Mexico",0,2,0
"380","270900","484",2023,"BND","Italy","270900 --  Petroleum oils and oils obtained from b","Mexico",,,
"380","270900","484",2023,"MFN","Italy","270900 --  Petroleum oils and oils obtained from b","Mexico",0,2,0
"380","270900","566",2023,"AHS","Italy","270900 --  Petroleum oils and oils obtained from b","Nigeria",0,2,0
"380","270900","566",2023,"BND","Italy","270900 --  Petroleum oils and oils obtained from b","Nigeria",,,
"380","270900","566",2023,"MFN","Italy","270900 --  Petroleum oils and oils obtained from b","Nigeria",0,2,0
"380","270900","578",2023,"AHS","Italy","270900 --  Petroleum oils and oils obtained from b","Norway",0,2,0
"380","270900","578",2023,"BND","Italy","270900 --  Petroleum oils and oils obtained from b","Norway",,,
"380","270900","578",2023,"MFN","Italy","270900 --  Petroleum oils and oils obtained from b","Norway",0,2,0
"380","270900","682",2023,"AHS","Italy","270900 --  Petroleum oils and oils obtained from b","Saudi Arabia",0,2,0
"380","270900","682",2023,"BND","Italy","270900 --  Petroleum oils and oils obtained from b","Saudi Arabia",,,
"380","270900","682",2023,"MFN","Italy","270900 --  Petroleum oils and oils obtained from b","Saudi Arabia",0,2,0
"380","270900","729",2023,"AHS","Italy","270900 --  Petroleum oils and oils obtained from b","Sudan",0,2,0
"380","270900","729",2023,"BND","Italy","270900 --  Petroleum oils and oils obtained from b","Sudan",,,
"380","270900","729",2023,"MFN","Italy","270900 --  Petroleum oils and oils obtained from b","Sudan",0,2,0
"380","270900","784",2023,"AHS","Italy","270900 --  Petroleum oils and oils obtained from b","United Arab Emirates",0,2,0
"380","270900","784",2023,"BND","Italy","270900 --  Petroleum oils and oils obtained from b","United Arab Emirates",,,
"380","270900","784",2023,"MFN","Italy","270900 --  Petroleum oils and oils obtained from b","United Arab Emirates",0,2,0
"380","270900","792",2023,"AHS","Italy","270900 --  Petroleum oils and oils obtained from b","Turkey",0,2,0
"380","270900","792",2023,"BND","Italy","270900 --  Petroleum oils and oils obtained from b","Turkey",,,
"380","270900","792",2023,"MFN","Italy","270900 --  Petroleum oils and oils obtained from b","Turkey",0,2,0
"380","270900","826",2023,"AHS","Italy","270900 --  Petroleum oils and oils obtained from b","United Kingdom",0,2,0
"380","270900","826",2023,"BND","Italy","270900 --  Petroleum oils and oils obtained from b","United Kingdom",,,
"380","270900","826",2023,"MFN","Italy","270900 --  Petroleum oils and oils obtained from b","United Kingdom",0,2,0
"380","270900","840",2023,"AHS","Italy","270900 --  Petroleum oils and oils obtained from b","United States",0,2,0
"380","270900","840",2023,"BND","Italy","270900 --  Petroleum oils and oils obtained from b","United States",,,
"380","270900","840",2023,"MFN","Italy","270900 --  Petroleum oils and oils obtained from b","United States",0,2,0
"384","270900","170",2023,"AHS","Cote d'Ivoire","270900 --  Petroleum oils and oils obtained from b","Colombia",0,1,0
"384","270900","170",2023,"BND","Cote d'Ivoire","270900 --  Petroleum oils and oils obtained from b","Colombia",,1,
"384","270900","170",2023,"MFN","Cote d'Ivoire","270900 --  Petroleum oils and oils obtained from b","Colombia",0,1,0
"384","270900","218",2023,"AHS","Cote d'Ivoire","270900 --  Petroleum oils and oils obtained from b","Ecuador",0,1,0
"384","270900","218",2023,"BND","Cote d'Ivoire","270900 --  Petroleum oils and oils obtained from b","Ecuador",,1,
"384","270900","218",2023,"MFN","Cote d'Ivoire","270900 --  Petroleum oils and oils obtained from b","Ecuador",0,1,0
"384","270900","566",2023,"AHS","Cote d'Ivoire","270900 --  Petroleum oils and oils obtained from b","Nigeria",0,1,0
"384","270900","566",2023,"BND","Cote d'Ivoire","270900 --  Petroleum oils and oils obtained from b","Nigeria",,1,
"384","270900","566",2023,"MFN","Cote d'Ivoire","270900 --  Petroleum oils and oils obtained from b","Nigeria",0,1,0
"392","270900","036",2023,"AHS","Japan","270900 --  Petroleum oils and oils obtained from b","Australia",0,2,0
"392","270900","036",2023,"BND","Japan","270900 --  Petroleum oils and oils obtained from b","Australia",,,
"392","270900","036",2023,"MFN","Japan","270900 --  Petroleum oils and oils obtained from b","Australia",0,2,0
"392","270900","170",2023,"AHS","Japan","270900 --  Petroleum oils and oils obtained from b","Colombia",0,2,0
"392","270900","170",2023,"BND","Japan","270900 --  Petroleum oils and oils obtained from b","Colombia",,,
"392","270900","170",2023,"MFN","Japan","270900 --  Petroleum oils and oils obtained from b","Colombia",0,2,0
"392","270900","218",2023,"AHS","Japan","270900 --  Petroleum oils and oils obtained from b","Ecuador",0,2,0
"392","270900","218",2023,"BND","Japan","270900 --  Petroleum oils and oils obtained from b","Ecuador",,,
"392","270900","218",2023,"MFN","Japan","270900 --  Petroleum oils and oils obtained from b","Ecuador",0,2,0
"392","270900","360",2023,"AHS","Japan","270900 --  Petroleum oils and oils obtained from b","Indonesia",0,2,0
"392","270900","360",2023,"BND","Japan","270900 --  Petroleum oils and oils obtained from b","Indonesia",,,
"392","270900","360",2023,"MFN","Japan","270900 --  Petroleum oils and oils obtained from b","Indonesia",0,2,0
"392","270900","414",2023,"AHS","Japan","270900 --  Petroleum oils and oils obtained from b","Kuwait",0,2,0
"392","270900","414",2023,"BND","Japan","270900 --  Petroleum oils and oils obtained from b","Kuwait",,,
"392","270900","414",2023,"MFN","Japan","270900 --  Petroleum oils and oils obtained from b","Kuwait",0,2,0
"392","270900","512",2023,"AHS","Japan","270900 --  Petroleum oils and oils obtained from b","Oman",0,2,0
"392","270900","512",2023,"BND","Japan","270900 --  Petroleum oils and oils obtained from b","Oman",,,
"392","270900","512",2023,"MFN","Japan","270900 --  Petroleum oils and oils obtained from b","Oman",0,2,0
"392","270900","634",2023,"AHS","Japan","270900 --  Petroleum oils and oils obtained from b","Qatar",0,2,0
"392","270900","634",2023,"BND","Japan","270900 --  Petroleum oils and oils obtained from b","Qatar",,,
"392","270900","634",2023,"MFN","Japan","270900 --  Petroleum oils and oils obtained from b","Qatar",0,2,0
"392","270900","643",2023,"AHS","Japan","270900 --  Petroleum oils and oils obtained from b","Russian Federation",0,2,0
"392","270900","643",2023,"BND","Japan","270900 --  Petroleum oils and oils obtained from b","Russian Federation",,,
"392","270900","643",2023,"MFN","Japan","270900 --  Petroleum oils and oils obtained from b","Russian Federation",0,2,0
"392","270900","682",2023,"AHS","Japan","270900 --  Petroleum oils and oils obtained from b","Saudi Arabia",0,2,0
"392","270900","682",2023,"BND","Japan","270900 --  Petroleum oils and oils obtained from b","Saudi Arabia",,,
"392","270900","682",2023,"MFN","Japan","270900 --  Petroleum oils and oils obtained from b","Saudi Arabia",0,2,0
"392","270900","784",2023,"AHS","Japan","270900 --  Petroleum oils and oils obtained from b","United Arab Emirates",0,2,0
"392","270900","784",2023,"BND","Japan","270900 --  Petroleum oils and oils obtained from b","United Arab Emirates",,,
"392","270900","784",2023,"MFN","Japan","270900 --  Petroleum oils and oils obtained from b","United Arab Emirates",0,2,0
